,author,text,Post ID,likes_count,replies_count,replies,media_count,media,location,geolocation,creation_time,last_scraped_time,geolocation_dict,lat,lng,location_name,replies_list,num_replies,user_by_comment,content_by_comment,likes_by_comment
60,enb__ee,"It’s almost as if scientists haven’t been warning about this possibility since smallpox vaccinations stopped being standard about forty years ago. Like they haven’t seen a significant rise in cases of MPX in unvaccinated populations since 2005.

You would think COVID has taught us that a health problem across the globe, is soon a health problem ACROSS the globe. But no, eurocentric governments and leaders are going to continue as normal while people in non-eurocentric countries suffer…. Until it impacts their country of course… and then they’re going to find a scapegoat and downplay the potential impact to the rest of their population.

Gotta make sure the money circulates back into their own, or their friends pockets.

I’m so tired.

MPX is not an STI. If You haven’t been vaccinated for small pox you are way more likely to contract it if you come into close contact with someone that has it, or touched something an infected person has touched or are breathing in their respiratory particles. You can contract it by sitting on a couch hours after someone with MPX sat on it. If you’re not vaccinated you are at risk of contracting it and spreading it regardless of your (or others) sex, gender, sexuality, or age.

Wear masks. Even gloves.

Let your local leaders know the facts. Let them know that vaccines need to be made widely available. And tell them they need to act fast. If they don’t want another lockdown they better stop playing “pretend everything is normal” and be proactive.

We haven’t stopped being in a pandemic since 2020.

Image description: text reads “Weird, how a disease that dates back to 1958 & has since indiscriminately impacted thousands of unvaccinated people, has suddenly been repackaged as an STI for gay people. It couldn’t possibly be connected with how another pandemic might impact the economy again… or the fact that the overturning of Roe vs. Wade has put a lot of pro LGBTQ+ rulings on the chopping block… right?”

#mpx #monkeypox #vaccine #smallpox",CgiGDCyvEnK,303,0,"['squishin_inc\n 116w\nCouldn’t be 🙄\nReply', 'enb__ee\n 116w\nText in image says “epidemic“ but I meant “pandemic“\n1 like\nReply']",0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295736640_1214818582702049_4180810499970311641_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=89ZJT8YHqZwQ7kNvgEKpFlU&_nc_gid=8242ca7cd6264ec6a87241d6c524d6da&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTkwMDUwODE2MTQ2MDY4Mg%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYCq8fp8e-TghHCeiCkvHMIBcSaYHal2fSVuy3YxvsOOnw&oe=671E9924&_nc_sid=10d13b', 'description': 'Image description: text reads “Weird, how a disease that dates back to 1958 & has since indiscriminately impacted thousands of unvaccinated people, has suddenly been repackaged as an STI for gay people. It couldn’t possibly be connected with how another pandemic might impact the economy again… or the fact that the overturning of Roe vs. Wade has put a lot of pro LGBTQ+ rulings on the chopping block… right?”', 'duration': None}]",https://www.instagram.com/explore/locations/213941548/seattle-washington/,"{'pk': 213941548, 'short_name': 'Seattle', 'facebook_places_id': 110843418940484, 'external_source': 'facebook_places', 'name': 'Seattle, Washington', 'address': '', 'city': '', 'has_viewer_saved': False, 'lng': -122.3308, 'lat': 47.6046}",2022-07-27T23:57:12.000Z,2024-10-23T01:10:09Z,"{'pk': 213941548, 'short_name': 'Seattle', 'facebook_places_id': 110843418940484, 'external_source': 'facebook_places', 'name': 'Seattle, Washington', 'address': '', 'city': '', 'has_viewer_saved': False, 'lng': -122.3308, 'lat': 47.6046}",47.6046,-122.3308,"Seattle, Washington","['squishin_inc\n 116w\nCouldn’t be 🙄\nReply', 'enb__ee\n 116w\nText in image says “epidemic“ but I meant “pandemic“\n1 like\nReply']",2,"['squishin_inc', 'enb__ee']","['Couldn’t be 🙄', 'Text in image says “epidemic“ but I meant “pandemic“']","[0, '1']"
61,,,CgcxdKUMdsb,,0,[],0.0,[],,{},,2024-10-22T22:47:30Z,{},,,,[],0,[],[],[]
62,,,CghZEMYgcSa,,0,,,[],,{},,2024-10-23T13:46:01Z,{},,,,[],0,[],[],[]
63,rcisidro,"WHO advised men at risk of catching #monkeypox to consider reducing their sexual partners “for the moment”

https://time.com/6201232/who-monkeypox-guidance-sex/

Singapore reports 10th case of monkeypox infection
https://www.channelnewsasia.com/singapore/monkeypox-singapore-10th-case-2836666",CgiMmQZBdPi,,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295829248_457100299312394_4103723554413012737_n.webp?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4zMjB4MjAzLnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=8rGmO8iv-TMQ7kNvgGYfey7&_nc_gid=66f4a2c8e9d547b698fd0da308ca17da&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTkyOTMxNjIyMzIxMDQ2Ng%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYAcpcHlHHB5szIVYxpH0yKguXbAEUHxe_yykeFlxEjfyg&oe=671E7828&_nc_sid=10d13b', 'description': 'Photo by Jun Isidro on July 27, 2022.', 'duration': None}]",,{},2022-07-27T23:34:21.000Z,2024-10-23T00:51:25Z,{},,,,[],0,[],[],[]
64,tina_raynalda,#doctors #ᴠaccinesaveslives #monkeypox #mpv #painful #virus #contagious #6feetapart,Cghh349lecA,12,0,[],0.0,"[{'type': 'video', 'url': 'blob:https://www.instagram.com/bd09e635-635e-48d5-a54e-f8859e7e2235', 'description': None, 'duration': None}]",,{},2022-07-27T17:25:35.000Z,2024-10-23T07:10:03Z,{},,,,[],0,[],[],[]
65,tshirtboutiqueymctier,"Visit my Boutique ""Surviving the Corona Virus"" to include Protective Masks, T-Shirts, Carrying an Organic and/or Regular Tote bag, Placing a Sticker Up and/or writing notes in the stationery!!!.. CLICK the LINK in my BIO to Shop my Store! Shipped in the US...Men T-Shirts, Children and Toddler Shirts available TOO! #boutique #facemasks #notebook #logo #tshirts #clothingboutique #organic #totebag #men #women #kids #onlineshopping #corona #monkeypox #health #nurses #doctors #podcast #website #empowerment #worldwide #newbusiness #fashion #safety",CgcQhhEuS9b,5,0,['jai_jack0006\n 115w\nPromote it on ❣️ @organic_communiity\nReply'],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295788609_747394739803280_7260615510458943104_n.jpg?stp=dst-jpg_e15&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&_nc_ohc=dNKJppfDH9MQ7kNvgHJ1FDA&_nc_gid=68b8e0f2568d49a3bf5f98b62412a0bd&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MDI1NzczMjg2NDY1MTA5OQ%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYAgqDth9x5EH37eaB9J96mE2ob2rCTxUtRMfY0hSxBFqA&oe=671E5337&_nc_sid=10d13b', 'description': 'Photo by T-Shirt Boutique on July 25, 2022.', 'duration': None}]",,{},2022-08-03T23:15:59.000Z,2024-10-22T22:42:15Z,{},,,,['jai_jack0006\n 115w\nPromote it on ❣️ @organic_communiity\nReply'],1,['jai_jack0006'],['Promote it on ❣️ @organic_communiity'],[0]
66,upperhudplannedparenthood,Learn more about Monkeypox using the resources that can be found in our bio.,CgcozwLpzCw,96,0,[],4.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295846564_324107443173510_3234182793235506344_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&_nc_ohc=vkEQk9DZrlYQ7kNvgGWQ6Ad&_nc_gid=68bb3dcd0d1c44fa8c19b2dbbb9b5dd8&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MDM2NDUyMTg4MTcyMzg5MQ%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYCQhQX2wYJJHy1YPfyfl3C12NvP_UVk3b8aweeAyC7iSg&oe=671E727F&_nc_sid=10d13b', 'description': 'Photo by Upper Hudson Planned Parenthood on July 25, 2022.', 'duration': None}, {'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295341354_622292212588919_828046007586194391_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=f_lq5DP9OrYQ7kNvgHJVRmv&_nc_gid=68bb3dcd0d1c44fa8c19b2dbbb9b5dd8&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MDM2NDUyMTg4MTU3MDk1Ng%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYCZeDwMFCqB6lBgmuBsjPYCrWhyDlouyoZbDnnbSmEIog&oe=671E50D5&_nc_sid=10d13b', 'description': 'Photo by Upper Hudson Planned Parenthood on July 25, 2022.', 'duration': None}]",,{},2022-07-25T19:45:26.000Z,2024-10-22T23:22:41Z,{},,,,[],0,[],[],[]
67,nexcyb_academic,"Guaranteed admissions at MBBS, BDS, BHMS, BAMS and nursing BSC/GNM in TOP colleges in INDIA.

Call for appointment : +91 97482 99911.

#medicalstudents #class12th #class12 #neet2022 #mbbs #bhms #bams #bds #nursing #nursingstudent #jharkhand #orissa #assam #westbengal #bihar #doctor #education #medicalcollege #monkeypox #covid #covid_19 #india #pandamic #hospital #hospitality #bestfriends #neet2022 #neet #viral
@nexcyb_academic",CghfYwTh2fl,,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295941849_119321257508441_3151772580345125554_n.webp?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi41NDZ4NTQ2LnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=t39T1qoNat8Q7kNvgHyTneh&_nc_gid=5fc6467063724fe68d8350aa63ee9056&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTczMDQ3NjMyNTEwMzU4OQ%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYDo94mXvSxKBfjR1wa6ljMPdRIsXC1CrFSbUSwA4YTt6A&oe=671EE7A9&_nc_sid=10d13b', 'description': 'Photo by NexCyb Academy in Saltlake, Sector-5.', 'duration': None}]",https://www.instagram.com/explore/locations/1352958368114322/saltlake-sector-5/,"{'pk': 1352958368114322, 'short_name': 'Saltlake', 'facebook_places_id': 1352958368114322, 'external_source': 'facebook_places', 'name': 'Saltlake, Sector-5', 'address': 'Sector 5,Salt Lake, Kolkata, West Bengal', 'city': 'Salt Lake City', 'has_viewer_saved': False, 'lng': 88.438105772781, 'lat': 22.581528779878}",2022-07-27T16:59:18.000Z,2024-10-23T07:13:09Z,"{'pk': 1352958368114322, 'short_name': 'Saltlake', 'facebook_places_id': 1352958368114322, 'external_source': 'facebook_places', 'name': 'Saltlake, Sector-5', 'address': 'Sector 5,Salt Lake, Kolkata, West Bengal', 'city': 'Salt Lake City', 'has_viewer_saved': False, 'lng': 88.438105772781, 'lat': 22.581528779878}",22.581528779878,88.438105772781,"Saltlake, Sector-5",[],0,[],[],[]
68,voters4equality,"Dear media:

Please don't report stories about #monkeypox in this way. #LGBTQ people are already at risk for inappropriate blame as it is; this framing could cause violence and even more bigotry.

Thanks.

--Love, Brian",CgiIrGEvNLK,208,0,"['r_kelley_187\n 115w\n@metainventor What a coincidence! 😂\nReply', 'kidd3032\n 116w\n😡😡😡😡\nReply', 'missartisticallyyours\n 116w\nI don’t understand why their sexual preferences have anything to do with it? they weren’t haven’t sex with the kids, lol - or at-least I hope not! so stupid.\nReply', 'susanjl5847\n 116w\nHomophobia rises again\nReply', 'vargasarniej\n 116w\nSo fucking irresponsible!!! We should sue their asses!!!\n2 likes\nReply', 'addteach57\n 116w\nThis reporting is misleading and dangerous!\n5 likes\nReply', 'sketjack\n 116w\nThis is highly irresponsible language. Shame on you!\n3 likes\nReply', 'weltyedward\n 116w\n🤬🤬🤬🤬\n2 likes\nReply', 'maxbenninkrealtor\n 116w\nThis is gross. Such a fuck up move by the CDC. Do they not understand how this will be weaponized against LGBTQ+ as sexualizing children??\n7 likes\nReply', 'ratestobiburch\n 116w\nWhy would you broadcast this headline further? Had to be a better way to make your point.\n5 likes\nReply', 'bookworm1966\n 116w\nWTF?! Really? Here we go again! Seriously?\n1 like\nReply', 'cncarolraven\n 116w\nThank you crazy what does sexual orientation have to do with monkey pox\n6 likes\nReply', 'jasesocal\n 116w\nWe’re not interested in speculation, there’s already plenty of that. Show us the receipts.\n4 likes\nReply', 'millikendawn\n 116w\nWhy would you mention gay men???\n7 likes\nReply']",0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.2885-15/295745174_814529336574091_8354749437708471017_n.jpg?stp=dst-jpg_e15&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzMTYuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=hkOYzBMULCEQ7kNvgEaWf5j&_nc_gid=172675a3a07f4c5dbef30b515de04a0b&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTkxMjA1NjU1NjgwMjc2Mg%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYBZrnwJN-0plxiwPWEfCoT9ono1JQnLMemf7ylpqnONdQ&oe=671E9BE3&_nc_sid=10d13b', 'description': 'Photo by Voters For Equality on July 27, 2022.', 'duration': None}]",,{},2022-07-27T23:00:04.000Z,2024-10-23T01:43:16Z,{},,,,"['r_kelley_187\n 115w\n@metainventor What a coincidence! 😂\nReply', 'kidd3032\n 116w\n😡😡😡😡\nReply', 'missartisticallyyours\n 116w\nI don’t understand why their sexual preferences have anything to do with it? they weren’t haven’t sex with the kids, lol - or at-least I hope not! so stupid.\nReply', 'susanjl5847\n 116w\nHomophobia rises again\nReply', 'vargasarniej\n 116w\nSo fucking irresponsible!!! We should sue their asses!!!\n2 likes\nReply', 'addteach57\n 116w\nThis reporting is misleading and dangerous!\n5 likes\nReply', 'sketjack\n 116w\nThis is highly irresponsible language. Shame on you!\n3 likes\nReply', 'weltyedward\n 116w\n🤬🤬🤬🤬\n2 likes\nReply', 'maxbenninkrealtor\n 116w\nThis is gross. Such a fuck up move by the CDC. Do they not understand how this will be weaponized against LGBTQ+ as sexualizing children??\n7 likes\nReply', 'ratestobiburch\n 116w\nWhy would you broadcast this headline further? Had to be a better way to make your point.\n5 likes\nReply', 'bookworm1966\n 116w\nWTF?! Really? Here we go again! Seriously?\n1 like\nReply', 'cncarolraven\n 116w\nThank you crazy what does sexual orientation have to do with monkey pox\n6 likes\nReply', 'jasesocal\n 116w\nWe’re not interested in speculation, there’s already plenty of that. Show us the receipts.\n4 likes\nReply', 'millikendawn\n 116w\nWhy would you mention gay men???\n7 likes\nReply']",14,"['r_kelley_187', 'kidd3032', 'missartisticallyyours', 'susanjl5847', 'vargasarniej', 'addteach57', 'sketjack', 'weltyedward', 'maxbenninkrealtor', 'ratestobiburch', 'bookworm1966', 'cncarolraven', 'jasesocal', 'millikendawn']","['@metainventor What a coincidence! 😂', '😡😡😡😡', 'I don’t understand why their sexual preferences have anything to do with it? they weren’t haven’t sex with the kids, lol - or at-least I hope not! so stupid.', 'Homophobia rises again', 'So fucking irresponsible!!! We should sue their asses!!!', 'This reporting is misleading and dangerous!', 'This is highly irresponsible language. Shame on you!', '🤬🤬🤬🤬', 'This is gross. Such a fuck up move by the CDC. Do they not understand how this will be weaponized against LGBTQ+ as sexualizing children??', 'Why would you broadcast this headline further? Had to be a better way to make your point.', 'WTF?! Really? Here we go again! Seriously?', 'Thank you crazy what does sexual orientation have to do with monkey pox', 'We’re not interested in speculation, there’s already plenty of that. Show us the receipts.', 'Why would you mention gay men???']","[0, 0, 0, 0, '2', '5', '3', '2', '7', '5', '1', '6', '4', '7']"
69,mediatoomovement,"#monkeypox #monkeypoxoutbreak #donttouchmymonkey

Keep 🇺🇸 and the 🌎 Cancer FREE
🖕🏽#MainstreamMediaLies
🖕🏽#MediaMalpractice
🖕🏽#BigTechSuppression
🖕🏽#BigGovernment
🖕🏽#Wokeism
🖕🏽#Censorship
🖕🏽#CancelCulture
🖕🏽#BigPharma
🖕🏽#JoeBiden #FJB
🖕🏽#KamalaHarris 🤡
🖕🏽#OpenSouthernBorder
🖕🏽#letsgobrandon
🖕🏽#freedomofspeechisdead
🖕🏽#CorruptPoliticians
🖕🏽#VaccineSegregation
🖕🏽#DeepState #BigGovernment
🖕🏽#HiringForHistory NOT #HiringForCompetency
🖕🏽#BurnHollywoodBurn
🖕🏽#blacksupremacy Vs.
🖕🏽#whitesupremacy #fakenews
🖕🏽#fakesciencejabs
🖕🏽#BidenInflationCrisis
🖕🏽#fakewarstoherdmankind",Cgh6B2BuhMT,,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295968578_1423780208128913_6582931216032585000_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTY5eDEwODcuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=taQkfiYrgmIQ7kNvgFi_XmV&_nc_gid=67d4a33355334ca294f7234563734676&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTg0NzY0OTE3NjcyMDE0Nw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYDgZrQINNK-xcmBf0mrnQfVtJLKsP4YBNz0SR2evn4__Q&oe=671EA5C9&_nc_sid=10d13b', 'description': 'Photo by MEdiaTOOMOVEMENT in USA.', 'duration': None}]",https://www.instagram.com/explore/locations/102618861444715/usa/,"{'pk': 102618861444715, 'short_name': 'USA', 'facebook_places_id': 102618861444715, 'external_source': 'facebook_places', 'name': 'USA', 'address': 'United States Of America', 'city': '', 'has_viewer_saved': False, 'lng': -77.036781330782, 'lat': 38.89459748583}",2022-07-27T20:52:06.000Z,2024-10-23T02:52:37Z,"{'pk': 102618861444715, 'short_name': 'USA', 'facebook_places_id': 102618861444715, 'external_source': 'facebook_places', 'name': 'USA', 'address': 'United States Of America', 'city': '', 'has_viewer_saved': False, 'lng': -77.036781330782, 'lat': 38.89459748583}",38.89459748583,-77.036781330782,USA,[],0,[],[],[]
70,,,CgZHZifo8t8,,0,[],0.0,[],,{},,2024-10-22T22:09:38Z,{},,,,[],0,[],[],[]
71,,,Cghj12Opecn,,0,,,[],,{},,2024-10-23T13:15:53Z,{},,,,[],0,[],[],[]
72,arcigay_cuneo,"Vaiolo delle scimmie, tutte le informazioni utili

#monkeypox

Aggiornamenti costanti sull'articolo di Healthy Peers:
https://healthypeers.it/ist/monkeypox/",CgiFjwiKJMv,27,0,['mazzoccoliangela\n 116w\nGrazie. È molto importante fornire informazioni utili e corrette\n1 like\nReply\nSee translation'],10.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295856621_188215140223269_8822785827283664269_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzUxeDEzNTEuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=FWHo93I3c3oQ7kNvgGVTraA&_nc_gid=e5cd509fa6344b56a5b4373bc7daeab0&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTg5ODM0NjQ3NDY1MTU5MA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYA3xFqhxED4O4X6-Arq92PHkUQP6iXWm7cIsfzZ83NCQQ&oe=671E7F18&_nc_sid=10d13b', 'description': 'Photo by Arcigay Cuneo GrandaQueer on July 27, 2022.', 'duration': None}, {'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/296183251_595172418675854_4098151483883536388_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzUxeDEzNTEuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=Cikpt0WTrw8Q7kNvgHRv8qD&_nc_gid=e5cd509fa6344b56a5b4373bc7daeab0&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTg5ODM0NjQzMjg0NjM3MQ%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYD294DKIOfu1FdDTIOAKG5gv4nUR6wFaRLAL57cV43t5Q&oe=671E7C77&_nc_sid=10d13b', 'description': 'Photo by Arcigay Cuneo GrandaQueer on July 27, 2022.', 'duration': None}]",,{},2022-07-27T22:32:52.000Z,2024-10-23T01:41:12Z,{},,,,['mazzoccoliangela\n 116w\nGrazie. È molto importante fornire informazioni utili e corrette\n1 like\nReply\nSee translation'],1,['mazzoccoliangela'],['Grazie. È molto importante fornire informazioni utili e corrette'],['1']
